Taxon	coef	adj.p	taxRank	dataset	database	DAA_tool
Richelia sinica	-3.1464596843314e-4	0.506859029947446	Species	Moss	KB20	MaAsLin2
Tardiphaga sp. vice352	-0.00234342835155319	0.506859029947446	Species	Moss	KB20	MaAsLin2
Janthinobacterium agaricidamnosum	0.0110141151887525	0.512643647537456	Species	Moss	KB20	MaAsLin2
Mucilaginibacter celer	-7.3721643605201e-4	0.515446808688246	Species	Moss	KB20	MaAsLin2
Leifsonia sp. Ps1209	-0.00316003490540433	0.51813490078486	Species	Moss	KB20	MaAsLin2
Mucilaginibacter sp. F39.2	-9.1795004220219e-4	0.51813490078486	Species	Moss	KB20	MaAsLin2
Nakamurella panacisegetis	-0.00275814310437125	0.51813490078486	Species	Moss	KB20	MaAsLin2
Acidiphilium cryptum	0.00428206641291297	0.521722517560424	Species	Moss	KB20	MaAsLin2
Aquihabitans sp. Kera.3	-5.8309867490966e-4	0.529959568231441	Species	Moss	KB20	MaAsLin2
Flavobacterium sp. Slb02	-0.00118721203182439	0.529959568231441	Species	Moss	KB20	MaAsLin2
Novosphingobium sp. P6w	-0.00104342995532264	0.541274306083877	Species	Moss	KB20	MaAsLin2
Gordonia polyisoprenivorans	0.00166569222340885	0.541886335971013	Species	Moss	KB20	MaAsLin2
Acidovorax avenae	-0.00174296112006352	0.543876068119774	Species	Moss	KB20	MaAsLin2
Mycolicibacterium arabiense	0.00116543411968556	0.543876068119774	Species	Moss	KB20	MaAsLin2
Sphingopyxis lindanitolerans	-0.00215978388191568	0.546294149330774	Species	Moss	KB20	MaAsLin2
Sphingomonas melonis	-0.00321032487964903	0.547670656264144	Species	Moss	KB20	MaAsLin2
Collimonas arenae	6.3042675550335e-4	0.550769688826079	Species	Moss	KB20	MaAsLin2
Pseudomonas aeruginosa	-0.00512691283036897	0.552795455442247	Species	Moss	KB20	MaAsLin2
Mycobacterium seoulense	-7.6762514874586e-4	0.553314614136792	Species	Moss	KB20	MaAsLin2
Variovorax sp. Pamc.28711	-7.6092654229485e-4	0.553314614136792	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. R76	0.00154206891219712	0.554881684202776	Species	Moss	KB20	MaAsLin2
Sphingomonas sp. Cl5.1	0.00210946934774183	0.554881684202776	Species	Moss	KB20	MaAsLin2
Nostoc sp. Cena543	-4.3558101877634e-4	0.564966086573465	Species	Moss	KB20	MaAsLin2
Pedobacter cryoconitis	0.0017725874079504	0.571339193201767	Species	Moss	KB20	MaAsLin2
Sphingobium sp. Rac03	0.0025998935562641	0.571824746128285	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Ao.1	0.00197419253880748	0.576401273438561	Species	Moss	KB20	MaAsLin2
Serratia fonticola	0.00435335456426566	0.576401273438561	Species	Moss	KB20	MaAsLin2
Amycolatopsis sp. Hca4	-9.4807438339068e-4	0.578228174767694	Species	Moss	KB20	MaAsLin2
Granulicella sp. 5b5	0.00186392855495298	0.578378318191812	Species	Moss	KB20	MaAsLin2
Sphingomonas sp. Kc8	-4.0935869887783e-4	0.584397771462682	Species	Moss	KB20	MaAsLin2
Pseudomonas viridiflava	-4.8181784839959e-4	0.590965346233391	Species	Moss	KB20	MaAsLin2
Methylobacterium nodulans	4.4551928923205e-4	0.592548125792549	Species	Moss	KB20	MaAsLin2
Ralstonia solanacearum	0.00147996704035117	0.592548125792549	Species	Moss	KB20	MaAsLin2
Acetobacter aceti	0.00108632649846696	0.59495208200035	Species	Moss	KB20	MaAsLin2
Paraburkholderia caledonica	-0.00454349208575948	0.59495208200035	Species	Moss	KB20	MaAsLin2
Gibbsiella quercinecans	0.0027220546148471	0.602615487541692	Species	Moss	KB20	MaAsLin2
Mycolicibacterium fluoranthenivorans	-6.9148703276678e-4	0.602615487541692	Species	Moss	KB20	MaAsLin2
Methylobacterium phyllosphaerae	0.00308755412794207	0.604273691645336	Species	Moss	KB20	MaAsLin2
Pseudomonas protegens	0.00264448805846116	0.604273691645336	Species	Moss	KB20	MaAsLin2
Pseudomonas tolaasii	0.00129523248416704	0.604872191823669	Species	Moss	KB20	MaAsLin2
Agrobacterium fabrum	0.00297956191390137	0.608407831849094	Species	Moss	KB20	MaAsLin2
Methylobacterium terrae	-2.9908698107185e-4	0.608407831849094	Species	Moss	KB20	MaAsLin2
Variovorax sp. Pamc28562	-0.00111467449555156	0.611583293988281	Species	Moss	KB20	MaAsLin2
Novosphingobium resinovorum	-0.00309353982535717	0.62493736536171	Species	Moss	KB20	MaAsLin2
Novosphingobium sp. Gsoil.351	5.5992624818507e-4	0.62764050430382	Species	Moss	KB20	MaAsLin2
Mycobacterium sp. Iwgmt90018	3.3926750469662e-4	0.633502935781803	Species	Moss	KB20	MaAsLin2
Paucibacter sp. Kctc.42545	6.2837453909084e-4	0.633502935781803	Species	Moss	KB20	MaAsLin2
Pedobacter sp. Pacm.27299	-0.00219971617641778	0.633502935781803	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Oe.28.3	0.00315431231627538	0.633502935781803	Species	Moss	KB20	MaAsLin2
Curtobacterium sp. Tc1	0.00125314338393913	0.633516781741876	Species	Moss	KB20	MaAsLin2
Acidimicrobium ferrooxidans	-4.3644607820271e-4	0.636547740479351	Species	Moss	KB20	MaAsLin2
Silvanigrella aquatica	3.4248947837144e-4	0.636547740479351	Species	Moss	KB20	MaAsLin2
Janthinobacterium sp. Pamc25594	-0.00102389583739121	0.63686625365599	Species	Moss	KB20	MaAsLin2
Nostoc sp. Nies.2111	-0.00164762364128653	0.63686625365599	Species	Moss	KB20	MaAsLin2
Pedobacter sp. Kbs0701	4.3644194941092e-4	0.63686625365599	Species	Moss	KB20	MaAsLin2
Pseudomonas syringae	0.00349449863388538	0.637115268268033	Species	Moss	KB20	MaAsLin2
Bradyrhizobium sp. Ors.285	-3.605336051333e-4	0.648587348603433	Species	Moss	KB20	MaAsLin2
Phreatobacter sp. Nmcr1094	3.1730252925859e-4	0.652152249907278	Species	Moss	KB20	MaAsLin2
Dolichospermum flos.aquae	0.00181594466956973	0.65753520599017	Species	Moss	KB20	MaAsLin2
Rhodococcus erythropolis	-0.00443459301011846	0.65753520599017	Species	Moss	KB20	MaAsLin2
Streptomyces sp. Rpa4.2	-9.044532098368e-4	0.65753520599017	Species	Moss	KB20	MaAsLin2
Rhodococcus sp. P.2	-0.00168936786507787	0.660130224824053	Species	Moss	KB20	MaAsLin2
Sphingobium yanoikuyae	0.00485173378762204	0.661158345596273	Species	Moss	KB20	MaAsLin2
Streptomyces vietnamensis	-0.00169928475402031	0.662113443911638	Species	Moss	KB20	MaAsLin2
Legionella fallonii	-0.00048420669769213003	0.66483931589552	Species	Moss	KB20	MaAsLin2
Methylibium petroleiphilum	-0.00117316991685524	0.66483931589552	Species	Moss	KB20	MaAsLin2
Novosphingobium sp. Pp1y	9.4493865665596e-4	0.665033152001616	Species	Moss	KB20	MaAsLin2
Burkholderia thailandensis	7.4632421656132e-4	0.672461773223244	Species	Moss	KB20	MaAsLin2
Gluconacetobacter diazotrophicus	-0.00112402606923725	0.678330205789732	Species	Moss	KB20	MaAsLin2
Staphylococcus epidermidis	0.00302975855025984	0.678330205789732	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Ost2	-7.2087662737929e-4	0.679098505969915	Species	Moss	KB20	MaAsLin2
Erwinia billingiae	0.00282623625243285	0.679881989814258	Species	Moss	KB20	MaAsLin2
Nostoc linckia	-0.00176332672995081	0.688844572766376	Species	Moss	KB20	MaAsLin2
Pseudomonas nitroreducens	0.00362620582024476	0.688844572766376	Species	Moss	KB20	MaAsLin2
Pleurocapsa sp. Pcc.7327	-2.1334151145763e-4	0.691054680782765	Species	Moss	KB20	MaAsLin2
Elioraea tepida	-3.9001224650644e-4	0.691656465619488	Species	Moss	KB20	MaAsLin2
Pseudomonas syringae.group.genomosp..3	0.00140371882420261	0.693807307488776	Species	Moss	KB20	MaAsLin2
Sphingomonas sp. Xs.10	3.6120512846764e-4	0.693807307488776	Species	Moss	KB20	MaAsLin2
Sphingomonas sp. Nbwt7	0.00185182501820608	0.697003866225651	Species	Moss	KB20	MaAsLin2
Legionella waltersii	-2.6684062853816e-4	0.69710826927901	Species	Moss	KB20	MaAsLin2
Tistrella mobilis	0.00329858028737164	0.69710826927901	Species	Moss	KB20	MaAsLin2
Mycobacteroides abscessus	-0.00302764964955179	0.700654931119163	Species	Moss	KB20	MaAsLin2
Acidovorax sp. T1	-0.00587607081338663	0.704696045001242	Species	Moss	KB20	MaAsLin2
Chryseobacterium sp. G0201	-3.7756882812202e-4	0.709309641881549	Species	Moss	KB20	MaAsLin2
Chryseobacterium glaciei	-5.7062219595026e-4	0.71400400441404	Species	Moss	KB20	MaAsLin2
Mesorhizobium sp. Pch.s	-6.3389689911505e-4	0.71400400441404	Species	Moss	KB20	MaAsLin2
Dyella sp. G9	5.9598869580233e-4	0.717509376859995	Species	Moss	KB20	MaAsLin2
Hymenobacter sedentarius	-2.8247694970775e-4	0.717509376859995	Species	Moss	KB20	MaAsLin2
Rhodopseudomonas palustris	-0.0014515817560677	0.720016586307158	Species	Moss	KB20	MaAsLin2
Microchaete diplosiphon	-0.00361151957762004	0.729612357220776	Species	Moss	KB20	MaAsLin2
Mycolicibacterium sediminis	5.7813007606932e-4	0.729612357220776	Species	Moss	KB20	MaAsLin2
Sphingobium sp. Yg1	-0.0016871394770857	0.729612357220776	Species	Moss	KB20	MaAsLin2
Pseudomonas mucidolens	6.6027018153069e-4	0.730851022000284	Species	Moss	KB20	MaAsLin2
Pseudomonas poae	8.6562822429036e-4	0.735492309969205	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Urmo17wk12.I11	-0.00120042998372032	0.74018934194472	Species	Moss	KB20	MaAsLin2
Sphingobium sp. Cap.1	0.0029407969778077	0.743451422561246	Species	Moss	KB20	MaAsLin2
Dermacoccus nishinomiyaensis	0.00116048596758013	0.761495876698453	Species	Moss	KB20	MaAsLin2
Pseudoxanthomonas sp. ix	4.7813796246531e-4	0.761495876698453	Species	Moss	KB20	MaAsLin2
Rathayibacter sp. Vkm.ac.2759	-6.0468400164276e-4	0.761495876698453	Species	Moss	KB20	MaAsLin2
Herbaspirillum hiltneri	-0.00137301816682147	0.766031688015162	Species	Moss	KB20	MaAsLin2
Methylobacterium oryzae	-0.00319221106522712	0.766031688015162	Species	Moss	KB20	MaAsLin2
Pseudomonas yamanorum	-0.00599833410186691	0.766031688015162	Species	Moss	KB20	MaAsLin2
Sphingobium sp. Cam5.1	-0.00164784091703657	0.766031688015162	Species	Moss	KB20	MaAsLin2
Thiomonas sp. X19	2.2555096792324e-4	0.766031688015162	Species	Moss	KB20	MaAsLin2
Starkeya novella	-2.4632052661077e-4	0.76758127082023	Species	Moss	KB20	MaAsLin2
Methylocella tundrae	-4.0378801041762e-4	0.777484573852422	Species	Moss	KB20	MaAsLin2
Collimonas fungivorans	3.2436227136857e-4	0.778498377788502	Species	Moss	KB20	MaAsLin2
Stenotrophomonas maltophilia	-0.00202462781648036	0.780800127248446	Species	Moss	KB20	MaAsLin2
Variovorax sp. Pmc12	0.00109188484502478	0.780800127248446	Species	Moss	KB20	MaAsLin2
Shinella sp. Xgs7	0.00150357433303622	0.794384340155556	Species	Moss	KB20	MaAsLin2
Brevundimonas nasdae	0.00280835230078655	0.798482937795985	Species	Moss	KB20	MaAsLin2
Nostoc sp. C052	-0.00373163853148082	0.801409365328482	Species	Moss	KB20	MaAsLin2
Pseudomonas qingdaonensis	8.374139339511e-4	0.802899519411671	Species	Moss	KB20	MaAsLin2
Roseococcus microcysteis	-2.4207679221018e-4	0.806864484850277	Species	Moss	KB20	MaAsLin2
Nostoc sp. C057	0.00419487638568498	0.820489916332655	Species	Moss	KB20	MaAsLin2
Pseudomonas synxantha	-6.4592696142708e-4	0.824822194763394	Species	Moss	KB20	MaAsLin2
Pseudomonas chlororaphis	7.0973846106414e-4	0.825417519808283	Species	Moss	KB20	MaAsLin2
Stenotrophomonas sp. Lm091	0.00102583818393258	0.825417519808283	Species	Moss	KB20	MaAsLin2
Sphingobium amiense	-0.00153276502060976	0.830244928779471	Species	Moss	KB20	MaAsLin2
Corallococcus coralloides	-3.8129247132722e-4	0.834675094946849	Species	Moss	KB20	MaAsLin2
Herbaspirillum sp. meg3	-0.00206911488141876	0.834675094946849	Species	Moss	KB20	MaAsLin2
Pseudomonas azotoformans	7.8426298009656e-4	0.834675094946849	Species	Moss	KB20	MaAsLin2
Pseudomonas stutzeri	-9.1039195251068e-4	0.834675094946849	Species	Moss	KB20	MaAsLin2
Burkholderia sp. Dhod12	-1.9691244177323e-4	0.837472066832214	Species	Moss	KB20	MaAsLin2
Massilia plicata	-2.5835143692477e-4	0.840972910168331	Species	Moss	KB20	MaAsLin2
Janthinobacterium lividum	-5.1428374861361e-4	0.84210185732443	Species	Moss	KB20	MaAsLin2
Sphingobium indicum	-0.00226972201218617	0.84210185732443	Species	Moss	KB20	MaAsLin2
Sphingomonas sp. Farsph	-0.00249120458775142	0.84210185732443	Species	Moss	KB20	MaAsLin2
Nostoc punctiforme	0.00361899691678426	0.844834140339343	Species	Moss	KB20	MaAsLin2
Rhizorhabdus sp. Mk52	-1.7267921154448e-4	0.844834140339343	Species	Moss	KB20	MaAsLin2
Nakamurella sp. Pamc28650	0.00192212297023961	0.847858485062423	Species	Moss	KB20	MaAsLin2
Sphingomonas hengshuiensis	2.9225119701852e-4	0.85015861183424	Species	Moss	KB20	MaAsLin2
Komagataeibacter xylinus	3.328632877047e-4	0.854462564042488	Species	Moss	KB20	MaAsLin2
Novosphingobium sp. Emrt.2	8.1916387565225e-4	0.854738087270527	Species	Moss	KB20	MaAsLin2
Kovacikia sp. Ccnu0001	-1.9848180047363e-4	0.855780870770606	Species	Moss	KB20	MaAsLin2
Paenibacillus sp. E222	-0.00101157559218874	0.861024052683544	Species	Moss	KB20	MaAsLin2
Lichenicola cladoniae	-0.00209314308379089	0.866960234251289	Species	Moss	KB20	MaAsLin2
Novosphingobium sp. 502str22	-7.1580577287486e-4	0.868875769431542	Species	Moss	KB20	MaAsLin2
Yersinia kristensenii	-8.8184449067032e-4	0.879738200407119	Species	Moss	KB20	MaAsLin2
Nostoc flagelliforme	-0.00338841584034953	0.881537024118624	Species	Moss	KB20	MaAsLin2
Mycolicibacterium duvalii	-2.431555558621e-4	0.88291999130547	Species	Moss	KB20	MaAsLin2
Pseudomonas amygdali	-6.3819714279585e-4	0.889638044414545	Species	Moss	KB20	MaAsLin2
Sphingobium fuliginis	-3.0705912189428e-4	0.90935585778349	Species	Moss	KB20	MaAsLin2
Gluconobacter oxydans	-1.7800670496809e-4	0.91417938128009	Species	Moss	KB20	MaAsLin2
Nostoc sp. Tcl240.02	-9.4207486778207e-4	0.91417938128009	Species	Moss	KB20	MaAsLin2
Pseudomonas koreensis	4.4850920160176e-4	0.915661029055612	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Nc02	-7.7551172762649e-4	0.917043801801952	Species	Moss	KB20	MaAsLin2
Rhodopseudomonas boonkerdii	-4.2098861791098e-4	0.920611341042477	Species	Moss	KB20	MaAsLin2
Collimonas pratensis	-6.1576768889757e-4	0.924863799863893	Species	Moss	KB20	MaAsLin2
Burkholderia sp. Jp2.270	-1.4365821679057e-4	0.925651443201165	Species	Moss	KB20	MaAsLin2
Moraxella osloensis	-5.6052646666374e-4	0.932037458434237	Species	Moss	KB20	MaAsLin2
Actinomadura sp. Wmma1423	-1.1630645456292e-4	0.932358556218983	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Adak13	-3.041339879795e-4	0.932358556218983	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Sxm.1	-8.364234315331e-4	0.932374622599692	Species	Moss	KB20	MaAsLin2
Pantoea agglomerans	7.3893735971784e-4	0.933840082869622	Species	Moss	KB20	MaAsLin2
Ewingella americana	0.00159372261466027	0.936608301529236	Species	Moss	KB20	MaAsLin2
Methylobacterium indicum	2.1963422917224e-4	0.936982124281649	Species	Moss	KB20	MaAsLin2
Sphingomonas sp. Mm.1	-7.6583186199873e-4	0.936982124281649	Species	Moss	KB20	MaAsLin2
Carnobacterium maltaromaticum	1.8642947150619e-4	0.938383239068834	Species	Moss	KB20	MaAsLin2
Hafnia alvei	-2.7141139239501e-4	0.938383239068834	Species	Moss	KB20	MaAsLin2
Serratia liquefaciens	-3.3179608346917e-4	0.938383239068834	Species	Moss	KB20	MaAsLin2
Sphingomonas sp. Yz.8	1.4293629859451e-4	0.938383239068834	Species	Moss	KB20	MaAsLin2
Variovorax sp. Pdnc026	-5.3845781577796e-4	0.938383239068834	Species	Moss	KB20	MaAsLin2
Methylobacterium sp. Xjlw	-0.00156395146972333	0.947724151396329	Species	Moss	KB20	MaAsLin2
Mycolicibacterium helvum	1.3163095676748e-4	0.947724151396329	Species	Moss	KB20	MaAsLin2
Polynucleobacter sp. Mwh.p3.07.1	-4.7784336136762e-4	0.947724151396329	Species	Moss	KB20	MaAsLin2
Sphingomonas ginsengisoli.an.et.al..2013	7.04750587624546e-5	0.948035537585087	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Colony2	-3.4675558080718e-4	0.952672399984503	Species	Moss	KB20	MaAsLin2
Nostoc sp. Peltigera.membranacea.cyanobiont.n6	0.00118064927995901	0.953171913792364	Species	Moss	KB20	MaAsLin2
Geodermatophilus obscurus	1.6112956295551e-4	0.954851191845709	Species	Moss	KB20	MaAsLin2
Nostoc edaphicum	-6.5953172715844e-4	0.954851191845709	Species	Moss	KB20	MaAsLin2
Pantoea sp. So10	-3.0440741224678e-4	0.954851191845709	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Adak22	7.6257112772064e-4	0.954851191845709	Species	Moss	KB20	MaAsLin2
Methylocella silvestris	6.76160718359815e-5	0.955940805524723	Species	Moss	KB20	MaAsLin2
Pseudomonas putida	5.2640339151801e-4	0.9585853983023	Species	Moss	KB20	MaAsLin2
Rhodopseudomonas sp. Sk50.23	-1.3801837792199e-4	0.962664097102346	Species	Moss	KB20	MaAsLin2
Polynucleobacter sp. Mg.9.Vaara.e2	-1.9408505128547e-4	0.966073073331035	Species	Moss	KB20	MaAsLin2
Sphingopyxis sp. Opl5	-5.57080319907037e-5	0.968585909866564	Species	Moss	KB20	MaAsLin2
Rouxiella badensis	-2.7050022936946e-4	0.972223468733735	Species	Moss	KB20	MaAsLin2
Ramlibacter tataouinensis	5.21137078374138e-5	0.976284531644815	Species	Moss	KB20	MaAsLin2
Variovorax sp. Wdl1	5.0121323664197e-4	0.976284531644815	Species	Moss	KB20	MaAsLin2
Mycobacterium sp. Ms1601	-2.4070697568678e-4	0.977753702827353	Species	Moss	KB20	MaAsLin2
Rahnella inusitata	-1.5672801043553e-4	0.977753702827353	Species	Moss	KB20	MaAsLin2
Nostoc sp. eroides	8.9111534207335e-4	0.979814036589228	Species	Moss	KB20	MaAsLin2
Dolichospermum sp. Uhcc.0315a	-8.24681491588341e-5	0.983625318762516	Species	Moss	KB20	MaAsLin2
Mycetocola sp. Jxn.3	5.9435297260047e-5	0.983625318762516	Species	Moss	KB20	MaAsLin2
Mycobacterium frederiksbergense	-9.48233854306355e-5	0.983625318762516	Species	Moss	KB20	MaAsLin2
Mycolicibacterium neoaurum	5.42990660739132e-5	0.983625318762516	Species	Moss	KB20	MaAsLin2
Pseudomonas antarctica	9.68974381106237e-5	0.983625318762516	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. Lbum920	-2.8451304774837e-4	0.983625318762516	Species	Moss	KB20	MaAsLin2
Pseudomonas versuta	1.1325939681456e-4	0.983625318762516	Species	Moss	KB20	MaAsLin2
Caulobacter sp. Fwc26	9.43354539396387e-5	0.985543306537352	Species	Moss	KB20	MaAsLin2
Erwinia sp. Ql.z3	1.071190640589e-4	0.985543306537352	Species	Moss	KB20	MaAsLin2
Curtobacterium sp. Bh.2.1.1	-3.27901253869916e-5	0.987557636555281	Species	Moss	KB20	MaAsLin2
Pseudomonas fluorescens	-4.5139218246695e-4	0.988174639511768	Species	Moss	KB20	MaAsLin2
Pseudomonas multiresinivorans	3.31403098812673e-5	0.988174639511768	Species	Moss	KB20	MaAsLin2
Nostoc sp. Atcc.53789	-1.878298475198e-4	0.991504698568658	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. An.b15	-2.97137237135072e-5	0.991504698568658	Species	Moss	KB20	MaAsLin2
Pseudomonas sp. S150	7.84546727651306e-6	0.998047418494584	Species	Moss	KB20	MaAsLin2
Streptomyces subrutilus	1.01720158967027e-5	0.998047418494584	Species	Moss	KB20	MaAsLin2
Mucilaginibacter paludis	-0.0166403891022338	5.66624167284115e-7	Species	Moss	KB51	MaAsLin2
Mesorhizobium loti	-0.055012007663429	5.76617517551912e-7	Species	Moss	KB51	MaAsLin2
Mucilaginibacter mallensis	-0.0220318320136372	5.76617517551912e-7	Species	Moss	KB51	MaAsLin2
Sphingomonas taxi	0.0424769883566222	5.68318789190257e-6	Species	Moss	KB51	MaAsLin2
Paraburkholderia xenovorans	-0.107730286368398	6.16120785615325e-6	Species	Moss	KB51	MaAsLin2
Rhizobium sp. B230.85	0.0852001752073877	8.67288726189979e-6	Species	Moss	KB51	MaAsLin2
Acidisarcina polymorpha	-0.0870010268577117	1.02210056147741e-5	Species	Moss	KB51	MaAsLin2
Rhizobium sp. L51.94	0.233547079044603	2.0844710445411e-5	Species	Moss	KB51	MaAsLin2
Sphingomonas sp. Aap5	0.091285515476735	2.13306458526128e-5	Species	Moss	KB51	MaAsLin2
Luteibacter rhizovicinus	-0.0819517809189255	2.52459720540545e-5	Species	Moss	KB51	MaAsLin2
Brasilonema sennae	-0.00853616014255751	5.83378934032414e-5	Species	Moss	KB51	MaAsLin2
Paraburkholderia phytofirmans	-0.0311573133517607	7.83877506413764e-5	Species	Moss	KB51	MaAsLin2
Rhizobium sp. B21.90	0.149006030929934	7.83877506413764e-5	Species	Moss	KB51	MaAsLin2
Methylobacterium sp. Dm1	-0.0276493208800496	7.88946969951109e-5	Species	Moss	KB51	MaAsLin2
Frigoriglobus tundricola	-0.0297833617045408	1.2879423445803e-4	Species	Moss	KB51	MaAsLin2
Granulicella sp. Wh15	-0.00915244391890779	1.2879423445803e-4	Species	Moss	KB51	MaAsLin2
Mycolicibacterium madagascariense	-0.0543057311522179	2.0990406375911e-4	Species	Moss	KB51	MaAsLin2
Bradyrhizobium erythrophlei	-0.0303682733012657	3.276137497387e-4	Species	Moss	KB51	MaAsLin2
Methylobacterium mesophilicum	-0.0116562395684237	3.276137497387e-4	Species	Moss	KB51	MaAsLin2
Terriglobus saanensis	-0.00763914075240656	3.5335738684921e-4	Species	Moss	KB51	MaAsLin2
Afipia sp. Gas231	-0.0223702609597368	9.0555457733323e-4	Species	Moss	KB51	MaAsLin2
Paraburkholderia hospita	-0.0223498130316613	0.00108284085061249	Species	Moss	KB51	MaAsLin2
Scytonema sp. Nies.4073	-0.0234390286815208	0.00123277835445605	Species	Moss	KB51	MaAsLin2
Catenulispora acidiphila	-0.0376005604013435	0.00139116324069524	Species	Moss	KB51	MaAsLin2
Bradyrhizobium canariense	-0.0158428017300637	0.0020798551870207	Species	Moss	KB51	MaAsLin2
Caballeronia sp. Sbc1	-0.0474374051320822	0.0020798551870207	Species	Moss	KB51	MaAsLin2
Methylobacterium phyllosphaerae	-0.0231487856341056	0.00322411137869333	Species	Moss	KB51	MaAsLin2
Jatrophihabitans sp. Gas493	-0.0177518911914514	0.0035674944788228	Species	Moss	KB51	MaAsLin2
Polymorphobacter sp. Pamc.29362	-0.0090336226332058	0.00390436447024476	Species	Moss	KB51	MaAsLin2
Spirosoma pollinicola	-0.0301745744439995	0.00507187787695316	Species	Moss	KB51	MaAsLin2
Agrobacterium vitis	0.00977081669475355	0.00540114672991287	Species	Moss	KB51	MaAsLin2
Paraburkholderia aromaticivorans	-0.0335964355145006	0.00540114672991287	Species	Moss	KB51	MaAsLin2
Caballeronia sp. Sbc2	-0.0422973933011158	0.00633472176164782	Species	Moss	KB51	MaAsLin2
Polymorphobacter sp. Pamc.29334	-0.00927881113925463	0.00633472176164782	Species	Moss	KB51	MaAsLin2
Methylobacterium sp. C1	-0.0182003229468541	0.00760762894082308	Species	Moss	KB51	MaAsLin2
Edaphobacter sp. 12200r.103	-0.0147005518311753	0.0081153169770979	Species	Moss	KB51	MaAsLin2
Methylobacterium aquaticum	0.00682445509883915	0.0081153169770979	Species	Moss	KB51	MaAsLin2
Limnoglobus roseus	-0.00309492949980581	0.0093910421303029	Species	Moss	KB51	MaAsLin2
Methylobacterium oryzae	-0.0258932835653067	0.0142440992528456	Species	Moss	KB51	MaAsLin2
Scytonema sp. Hk.05	-0.00620541916821739	0.0145256436636769	Species	Moss	KB51	MaAsLin2
Rhodopseudomonas palustris	-0.0139453683630055	0.0157913636848523	Species	Moss	KB51	MaAsLin2
Mucilaginibacter sp. 14171r.50	-0.0066839714694592	0.0158581781872914	Species	Moss	KB51	MaAsLin2
Methylobacterium durans	-0.00703776827880557	0.0217836200281721	Species	Moss	KB51	MaAsLin2
Acidibrevibacterium fodinaquatile	-0.022424139288639	0.0234623863773091	Species	Moss	KB51	MaAsLin2
Spirosoma endbachense	-0.00790974679755628	0.0256904325699271	Species	Moss	KB51	MaAsLin2
Methylorubrum extorquens	0.0129258418585294	0.0274508175348732	Species	Moss	KB51	MaAsLin2
Allocoleopsis franciscana	-0.00963447544626106	0.0325619550807517	Species	Moss	KB51	MaAsLin2
Lichenicola cladoniae	-0.0219047492661957	0.0365945601461103	Species	Moss	KB51	MaAsLin2
Mucilaginibacter ginkgonis	-0.00438473703385749	0.0375191713995044	Species	Moss	KB51	MaAsLin2
Methylorubrum zatmanii	0.0190850965921921	0.0406587038732649	Species	Moss	KB51	MaAsLin2
Mitsuaria sp. 7	-0.00602802557524981	0.0406587038732649	Species	Moss	KB51	MaAsLin2
Mucilaginibacter ginsenosidivorax	-0.0054424474647042	0.0422452899789805	Species	Moss	KB51	MaAsLin2
Nostoc sp. Nies.2111	-0.00446877559869424	0.0468476600106508	Species	Moss	KB51	MaAsLin2
Bradyrhizobium lablabi	-0.0173679121469978	0.0568779305567473	Species	Moss	KB51	MaAsLin2
Granulicella mallensis	-0.0233994029007745	0.0657466205920088	Species	Moss	KB51	MaAsLin2
Lichenihabitans sp. Pamc28606	-0.0108694189425045	0.0657466205920088	Species	Moss	KB51	MaAsLin2
Mesorhizobium sp. Pamc28654	-0.011090568547441	0.0679761442415256	Species	Moss	KB51	MaAsLin2
Methylobacterium sp. Xjlw	-0.0379447951168775	0.0679761442415256	Species	Moss	KB51	MaAsLin2
Bradyrhizobium septentrionale	-0.00800919024225251	0.093442114916978	Species	Moss	KB51	MaAsLin2
Burkholderia sp. Pamc.28687	-0.0529318591729456	0.110761729198901	Species	Moss	KB51	MaAsLin2
Cedecea neteri	-0.0261311704222518	0.130816040844505	Species	Moss	KB51	MaAsLin2
Duganella sp. Af9r3	-0.0156119872682254	0.148221595892906	Species	Moss	KB51	MaAsLin2
Burkholderia sp. Pamc.26561	-0.0383678451361071	0.152081935377146	Species	Moss	KB51	MaAsLin2
Mycobacterium cookii	-0.00361923808952093	0.165223270912599	Species	Moss	KB51	MaAsLin2
Nostoc sp. Lobaria.pulmonaria..5183..cyanobiont	-0.00817046675225154	0.166703064097941	Species	Moss	KB51	MaAsLin2
Granulicella sp. 5b5	0.00660474913606206	0.168123395135693	Species	Moss	KB51	MaAsLin2
Lichenihabitans psoromatis	-0.00553397519472369	0.188898665080969	Species	Moss	KB51	MaAsLin2
Nostoc flagelliforme	-0.0208096176834388	0.188898665080969	Species	Moss	KB51	MaAsLin2
Nakamurella sp. Pamc28650	-0.0153922062814612	0.201758273234113	Species	Moss	KB51	MaAsLin2
